2026-01-29 10:41:07 | USER=SANKHYA | SID=1953 | SERIAL=36891 | HORAS=0 | MINUTOS=0 | CLIENT=u= 0, t_name= default task-19227 | EVENT=SQL*Net message to client | MACHINE=localhost
2026-01-29 11:21:31 | USER=SANKHYA | SID=2406 | SERIAL=34254 | HORAS=0 | MINUTOS=0 | CLIENT=u= 546, t_name= CabecalhoNota:DataPager_E07961E4173EABD93783D00B | EVENT=SQL*Net more data to client | MACHINE=localhost
2026-01-29 11:21:31 | USER=SYSTEM | SID=2408 | SERIAL=50133 | HORAS=0 | MINUTOS=0 | CLIENT=None | EVENT=SQL*Net message to client | MACHINE=M264
2026-01-29 11:21:34 | USER=SANKHYA | SID=2284 | SERIAL=8912 | HORAS=0 | MINUTOS=1 | CLIENT=u= 0, t_name= sw.default.scheduler_Worker-2 | EVENT=db file sequential read | MACHINE=localhost
2026-01-29 11:21:34 | USER=SYSTEM | SID=2408 | SERIAL=6219 | HORAS=0 | MINUTOS=0 | CLIENT=None | EVENT=SQL*Net message to client | MACHINE=M264
2026-01-29 11:21:37 | USER=SANKHYA | SID=2284 | SERIAL=8912 | HORAS=0 | MINUTOS=1 | CLIENT=u= 0, t_name= sw.default.scheduler_Worker-2 | EVENT=db file sequential read | MACHINE=localhost
2026-01-29 11:21:37 | USER=SANKHYA | SID=1610 | SERIAL=21810 | HORAS=0 | MINUTOS=0 | CLIENT=u= 485, t_name= Separacao:DataPager_EEE592B887B8E73C387D0005D1B4 | EVENT=SQL*Net message to client | MACHINE=localhost
2026-01-29 11:21:37 | USER=SYSTEM | SID=2408 | SERIAL=57679 | HORAS=0 | MINUTOS=0 | CLIENT=None | EVENT=SQL*Net message to client | MACHINE=M264
2026-01-29 11:21:40 | USER=SANKHYA | SID=2518 | SERIAL=54533 | HORAS=0 | MINUTOS=0 | CLIENT=u= 26, t_name= default task-19299 | EVENT=SQL*Net more data from client | MACHINE=localhost
2026-01-29 11:21:40 | USER=SANKHYA | SID=2284 | SERIAL=8912 | HORAS=0 | MINUTOS=1 | CLIENT=u= 0, t_name= sw.default.scheduler_Worker-2 | EVENT=db file sequential read | MACHINE=localhost
2026-01-29 11:21:40 | USER=SYSTEM | SID=2408 | SERIAL=39003 | HORAS=0 | MINUTOS=0 | CLIENT=None | EVENT=SQL*Net message to client | MACHINE=M264
2026-01-29 11:21:43 | USER=SANKHYA | SID=2284 | SERIAL=8912 | HORAS=0 | MINUTOS=1 | CLIENT=u= 0, t_name= sw.default.scheduler_Worker-2 | EVENT=db file sequential read | MACHINE=localhost
2026-01-29 11:21:43 | USER=SYSTEM | SID=2408 | SERIAL=13304 | HORAS=0 | MINUTOS=0 | CLIENT=None | EVENT=SQL*Net message to client | MACHINE=M264
2026-01-29 11:21:46 | USER=SANKHYA | SID=2284 | SERIAL=8912 | HORAS=0 | MINUTOS=1 | CLIENT=u= 0, t_name= sw.default.scheduler_Worker-2 | EVENT=db file sequential read | MACHINE=localhost
2026-01-29 11:21:46 | USER=SANKHYA | SID=1491 | SERIAL=64994 | HORAS=0 | MINUTOS=0 | CLIENT=u= 42, t_name= AD_CONTSEP:DataPager_EE8EDC982CA07769F2585F676FF8 | EVENT=SQL*Net message to client | MACHINE=localhost
2026-01-29 11:21:46 | USER=SYSTEM | SID=2408 | SERIAL=6848 | HORAS=0 | MINUTOS=0 | CLIENT=None | EVENT=SQL*Net message to client | MACHINE=M264
2026-01-29 11:21:49 | USER=SANKHYA | SID=2284 | SERIAL=8912 | HORAS=0 | MINUTOS=2 | CLIENT=u= 0, t_name= sw.default.scheduler_Worker-2 | EVENT=db file sequential read | MACHINE=localhost
2026-01-29 11:21:49 | USER=SANKHYA | SID=2183 | SERIAL=61505 | HORAS=0 | MINUTOS=0 | CLIENT=u= 128, t_name= default task-19297 | EVENT=SQL*Net more data from client | MACHINE=localhost
2026-01-29 11:21:49 | USER=SANKHYA | SID=1491 | SERIAL=64994 | HORAS=0 | MINUTOS=0 | CLIENT=u= 42, t_name= AD_CONTSEP:DataPager_EE8EDC982CA07769F2585F676FF8 | EVENT=db file sequential read | MACHINE=localhost
2026-01-29 11:21:49 | USER=SYSTEM | SID=2408 | SERIAL=7686 | HORAS=0 | MINUTOS=0 | CLIENT=None | EVENT=SQL*Net message to client | MACHINE=M264
2026-01-29 11:21:52 | USER=SANKHYA | SID=2284 | SERIAL=8912 | HORAS=0 | MINUTOS=2 | CLIENT=u= 0, t_name= sw.default.scheduler_Worker-2 | EVENT=db file sequential read | MACHINE=localhost
2026-01-29 11:21:52 | USER=SANKHYA | SID=2183 | SERIAL=61505 | HORAS=0 | MINUTOS=0 | CLIENT=u= 135, t_name= default task-19295 | EVENT=SQL*Net message to client | MACHINE=localhost
2026-01-29 11:21:52 | USER=SANKHYA | SID=1491 | SERIAL=64994 | HORAS=0 | MINUTOS=0 | CLIENT=u= 42, t_name= AD_CONTSEP:DataPager_EE8EDC982CA07769F2585F676FF8 | EVENT=db file sequential read | MACHINE=localhost
2026-01-29 11:21:52 | USER=SYSTEM | SID=473 | SERIAL=53064 | HORAS=0 | MINUTOS=0 | CLIENT=None | EVENT=SQL*Net message to client | MACHINE=M264
2026-01-29 11:21:55 | USER=SANKHYA | SID=2284 | SERIAL=8912 | HORAS=0 | MINUTOS=2 | CLIENT=u= 0, t_name= sw.default.scheduler_Worker-2 | EVENT=db file sequential read | MACHINE=localhost
2026-01-29 11:21:55 | USER=SANKHYA | SID=1491 | SERIAL=64994 | HORAS=0 | MINUTOS=0 | CLIENT=u= 407, t_name= default task-19290 | EVENT=SQL*Net message from client | MACHINE=localhost
2026-01-29 11:21:55 | USER=SYSTEM | SID=473 | SERIAL=13649 | HORAS=0 | MINUTOS=0 | CLIENT=None | EVENT=SQL*Net message to client | MACHINE=M264
2026-01-29 11:21:58 | USER=SANKHYA | SID=2518 | SERIAL=54533 | HORAS=0 | MINUTOS=0 | CLIENT=u= 638, t_name= default task-19276 | EVENT=SQL*Net message to client | MACHINE=localhost
2026-01-29 11:21:58 | USER=SANKHYA | SID=2284 | SERIAL=8912 | HORAS=0 | MINUTOS=2 | CLIENT=u= 0, t_name= sw.default.scheduler_Worker-2 | EVENT=db file sequential read | MACHINE=localhost
2026-01-29 11:21:58 | USER=SANKHYA | SID=239 | SERIAL=24277 | HORAS=0 | MINUTOS=0 | CLIENT=u= 423, t_name= default task-19295 | EVENT=SQL*Net message from client | MACHINE=localhost
2026-01-29 11:21:58 | USER=SYSTEM | SID=473 | SERIAL=29821 | HORAS=0 | MINUTOS=0 | CLIENT=None | EVENT=SQL*Net message to client | MACHINE=M264
2026-01-29 11:22:01 | USER=SANKHYA | SID=2284 | SERIAL=8912 | HORAS=0 | MINUTOS=2 | CLIENT=u= 0, t_name= sw.default.scheduler_Worker-2 | EVENT=db file sequential read | MACHINE=localhost
2026-01-29 11:22:01 | USER=SANKHYA | SID=239 | SERIAL=24277 | HORAS=0 | MINUTOS=0 | CLIENT=u= 423, t_name= default task-19295 | EVENT=SQL*Net message to client | MACHINE=localhost
2026-01-29 11:22:01 | USER=SYSTEM | SID=473 | SERIAL=3809 | HORAS=0 | MINUTOS=0 | CLIENT=None | EVENT=SQL*Net message to client | MACHINE=M264
2026-01-29 11:22:04 | USER=SANKHYA | SID=2284 | SERIAL=8912 | HORAS=0 | MINUTOS=2 | CLIENT=u= 0, t_name= sw.default.scheduler_Worker-2 | EVENT=db file sequential read | MACHINE=localhost
2026-01-29 11:22:04 | USER=SANKHYA | SID=239 | SERIAL=24277 | HORAS=0 | MINUTOS=0 | CLIENT=u= 423, t_name= default task-19295 | EVENT=SQL*Net message to client | MACHINE=localhost
2026-01-29 11:22:04 | USER=SYSTEM | SID=473 | SERIAL=51047 | HORAS=0 | MINUTOS=0 | CLIENT=None | EVENT=SQL*Net message to client | MACHINE=M264
2026-01-29 11:22:07 | USER=SANKHYA | SID=2284 | SERIAL=8912 | HORAS=0 | MINUTOS=2 | CLIENT=u= 0, t_name= sw.default.scheduler_Worker-2 | EVENT=db file sequential read | MACHINE=localhost
2026-01-29 11:22:07 | USER=SANKHYA | SID=239 | SERIAL=24277 | HORAS=0 | MINUTOS=0 | CLIENT=u= 423, t_name= default task-19295 | EVENT=SQL*Net message to client | MACHINE=localhost
2026-01-29 11:22:07 | USER=SANKHYA | SID=1491 | SERIAL=64994 | HORAS=0 | MINUTOS=0 | CLIENT=u= 647, t_name= default task-19305 | EVENT=SQL*Net message to client | MACHINE=localhost
2026-01-29 11:22:07 | USER=SYSTEM | SID=473 | SERIAL=27458 | HORAS=0 | MINUTOS=0 | CLIENT=None | EVENT=SQL*Net message to client | MACHINE=M264
2026-01-29 11:22:10 | USER=SANKHYA | SID=2284 | SERIAL=8912 | HORAS=0 | MINUTOS=2 | CLIENT=u= 0, t_name= sw.default.scheduler_Worker-2 | EVENT=db file parallel read | MACHINE=localhost
2026-01-29 11:22:10 | USER=SANKHYA | SID=239 | SERIAL=24277 | HORAS=0 | MINUTOS=0 | CLIENT=u= 423, t_name= default task-19295 | EVENT=SQL*Net message to client | MACHINE=localhost
2026-01-29 11:22:10 | USER=SANKHYA | SID=2065 | SERIAL=23336 | HORAS=0 | MINUTOS=0 | CLIENT=u= 277, t_name= default task-19290 | EVENT=SQL*Net message from client | MACHINE=localhost
2026-01-29 11:22:10 | USER=SANKHYA | SID=2183 | SERIAL=61505 | HORAS=0 | MINUTOS=0 | CLIENT=u= 202, t_name= default task-19299 | EVENT=SQL*Net message to client | MACHINE=localhost
2026-01-29 11:22:10 | USER=SANKHYA | SID=1491 | SERIAL=64994 | HORAS=0 | MINUTOS=0 | CLIENT=u= 510, t_name= default task-19306 | EVENT=SQL*Net message to client | MACHINE=localhost
2026-01-29 11:22:10 | USER=SYSTEM | SID=473 | SERIAL=45727 | HORAS=0 | MINUTOS=0 | CLIENT=None | EVENT=SQL*Net message to client | MACHINE=M264
2026-01-29 11:22:13 | USER=SANKHYA | SID=2518 | SERIAL=54533 | HORAS=0 | MINUTOS=0 | CLIENT=u= 624, t_name= default task-19306 | EVENT=SQL*Net more data from client | MACHINE=localhost
2026-01-29 11:22:13 | USER=SANKHYA | SID=2284 | SERIAL=8912 | HORAS=0 | MINUTOS=2 | CLIENT=u= 0, t_name= sw.default.scheduler_Worker-2 | EVENT=db file parallel read | MACHINE=localhost
2026-01-29 11:22:13 | USER=SANKHYA | SID=239 | SERIAL=24277 | HORAS=0 | MINUTOS=0 | CLIENT=u= 423, t_name= default task-19295 | EVENT=SQL*Net message from client | MACHINE=localhost
2026-01-29 11:22:13 | USER=SYSTEM | SID=473 | SERIAL=14946 | HORAS=0 | MINUTOS=0 | CLIENT=None | EVENT=SQL*Net message to client | MACHINE=M264
2026-01-29 11:22:17 | USER=SANKHYA | SID=2284 | SERIAL=8912 | HORAS=0 | MINUTOS=2 | CLIENT=u= 0, t_name= sw.default.scheduler_Worker-2 | EVENT=db file parallel read | MACHINE=localhost
2026-01-29 11:22:17 | USER=SANKHYA | SID=239 | SERIAL=24277 | HORAS=0 | MINUTOS=0 | CLIENT=u= 423, t_name= default task-19295 | EVENT=SQL*Net message to client | MACHINE=localhost
2026-01-29 11:22:17 | USER=SANKHYA | SID=2065 | SERIAL=23336 | HORAS=0 | MINUTOS=0 | CLIENT=u= 0, t_name= sw.mge.scheduler.adapter_Worker-6 | EVENT=SQL*Net message from client | MACHINE=localhost
2026-01-29 11:22:17 | USER=SANKHYA | SID=2406 | SERIAL=34254 | HORAS=0 | MINUTOS=0 | CLIENT=u= 559, t_name= default task-19297 | EVENT=SQL*Net message to client | MACHINE=localhost
2026-01-29 11:22:17 | USER=SYSTEM | SID=473 | SERIAL=5237 | HORAS=0 | MINUTOS=0 | CLIENT=None | EVENT=SQL*Net message to client | MACHINE=M264
2026-01-29 11:22:19 | USER=SANKHYA | SID=2284 | SERIAL=8912 | HORAS=0 | MINUTOS=2 | CLIENT=u= 0, t_name= sw.default.scheduler_Worker-2 | EVENT=db file sequential read | MACHINE=localhost
2026-01-29 11:22:19 | USER=SANKHYA | SID=239 | SERIAL=24277 | HORAS=0 | MINUTOS=0 | CLIENT=u= 423, t_name= default task-19295 | EVENT=SQL*Net message to client | MACHINE=localhost
2026-01-29 11:22:19 | USER=SANKHYA | SID=1610 | SERIAL=21810 | HORAS=0 | MINUTOS=0 | CLIENT=u= 625, t_name= CabecalhoNota:DataPager_9DA1661B63643B13C87E6CA3 | EVENT=SQL*Net more data to client | MACHINE=localhost
2026-01-29 11:22:19 | USER=SYSTEM | SID=473 | SERIAL=8236 | HORAS=0 | MINUTOS=0 | CLIENT=None | EVENT=SQL*Net message to client | MACHINE=M264
2026-01-29 11:22:22 | USER=SANKHYA | SID=2284 | SERIAL=8912 | HORAS=0 | MINUTOS=2 | CLIENT=u= 0, t_name= sw.default.scheduler_Worker-2 | EVENT=db file sequential read | MACHINE=localhost
2026-01-29 11:22:22 | USER=SANKHYA | SID=236 | SERIAL=16982 | HORAS=0 | MINUTOS=0 | CLIENT=u= 42, t_name= AD_CONTSEP:DataPager_D0E0A4DA98ED2B2032725CCD7375 | EVENT=SQL*Net message to client | MACHINE=localhost
2026-01-29 11:22:22 | USER=SANKHYA | SID=239 | SERIAL=24277 | HORAS=0 | MINUTOS=0 | CLIENT=u= 423, t_name= default task-19295 | EVENT=SQL*Net message from client | MACHINE=localhost
2026-01-29 11:22:22 | USER=SANKHYA | SID=1610 | SERIAL=21810 | HORAS=0 | MINUTOS=0 | CLIENT=u= 617, t_name= default task-19297 | EVENT=SQL*Net message to client | MACHINE=localhost
2026-01-29 11:22:22 | USER=SYSTEM | SID=2184 | SERIAL=39967 | HORAS=0 | MINUTOS=0 | CLIENT=None | EVENT=SQL*Net message to client | MACHINE=M264
2026-01-29 11:23:45 | USER=SANKHYA | SID=2284 | SERIAL=8912 | HORAS=0 | MINUTOS=3 | CLIENT=u= 0, t_name= sw.default.scheduler_Worker-2 | EVENT=db file sequential read | MACHINE=localhost
2026-01-29 11:23:45 | USER=SANKHYA | SID=1268 | SERIAL=53679 | HORAS=0 | MINUTOS=0 | CLIENT=u= 617, t_name= default task-19276 | EVENT=SQL*Net message to client | MACHINE=localhost
2026-01-29 11:23:45 | USER=SANKHYA | SID=1953 | SERIAL=16131 | HORAS=0 | MINUTOS=0 | CLIENT=u= 124, t_name= default task-19297 | EVENT=SQL*Net more data from client | MACHINE=localhost
2026-01-29 11:23:45 | USER=SANKHYA | SID=2183 | SERIAL=61505 | HORAS=0 | MINUTOS=0 | CLIENT=u= 127, t_name= default task-19290 | EVENT=SQL*Net message from client | MACHINE=localhost
2026-01-29 11:23:45 | USER=SANKHYA | SID=473 | SERIAL=8733 | HORAS=0 | MINUTOS=0 | CLIENT=None | EVENT=TCP Socket (KGAS) | MACHINE=WORKGROUP\M262
2026-01-29 11:23:45 | USER=SYSTEM | SID=2184 | SERIAL=59531 | HORAS=0 | MINUTOS=0 | CLIENT=None | EVENT=SQL*Net message to client | MACHINE=M264
2026-01-29 11:23:48 | USER=SANKHYA | SID=2284 | SERIAL=8912 | HORAS=0 | MINUTOS=4 | CLIENT=u= 0, t_name= sw.default.scheduler_Worker-2 | EVENT=db file sequential read | MACHINE=localhost
2026-01-29 11:23:48 | USER=SANKHYA | SID=1268 | SERIAL=53679 | HORAS=0 | MINUTOS=0 | CLIENT=u= 617, t_name= default task-19276 | EVENT=SQL*Net message to client | MACHINE=localhost
2026-01-29 11:23:48 | USER=SANKHYA | SID=1953 | SERIAL=16131 | HORAS=0 | MINUTOS=0 | CLIENT=u= 94, t_name= default task-19297 | EVENT=SQL*Net more data to client | MACHINE=localhost
2026-01-29 11:23:48 | USER=SANKHYA | SID=239 | SERIAL=24277 | HORAS=0 | MINUTOS=0 | CLIENT=u= 0, t_name= default task-19302 | EVENT=SQL*Net message from client | MACHINE=localhost
2026-01-29 11:23:48 | USER=SANKHYA | SID=1491 | SERIAL=64994 | HORAS=0 | MINUTOS=0 | CLIENT=u= 124, t_name= default task-19306 | EVENT=SQL*Net more data from client | MACHINE=localhost
2026-01-29 11:23:48 | USER=SANKHYA | SID=1144 | SERIAL=63244 | HORAS=0 | MINUTOS=0 | CLIENT=u= 627, t_name= default task-19300 | EVENT=SQL*Net message to client | MACHINE=localhost
2026-01-29 11:23:48 | USER=SANKHYA | SID=473 | SERIAL=8733 | HORAS=0 | MINUTOS=0 | CLIENT=None | EVENT=TCP Socket (KGAS) | MACHINE=WORKGROUP\M262
2026-01-29 11:23:48 | USER=SYSTEM | SID=2180 | SERIAL=28232 | HORAS=0 | MINUTOS=0 | CLIENT=None | EVENT=SQL*Net message to client | MACHINE=M264
2026-01-29 11:23:51 | USER=SANKHYA | SID=2518 | SERIAL=54533 | HORAS=0 | MINUTOS=0 | CLIENT=u= 124, t_name= default task-19309 | EVENT=SQL*Net more data from client | MACHINE=localhost
2026-01-29 11:23:51 | USER=SANKHYA | SID=2284 | SERIAL=8912 | HORAS=0 | MINUTOS=4 | CLIENT=u= 0, t_name= sw.default.scheduler_Worker-2 | EVENT=db file sequential read | MACHINE=localhost
2026-01-29 11:23:51 | USER=SANKHYA | SID=1721 | SERIAL=17227 | HORAS=0 | MINUTOS=0 | CLIENT=u= 601, t_name= CabecalhoNota:DataPager_D886EAC16CA87C1CFF9380DE | EVENT=db file sequential read | MACHINE=localhost
2026-01-29 11:23:51 | USER=SANKHYA | SID=1268 | SERIAL=53679 | HORAS=0 | MINUTOS=0 | CLIENT=u= 617, t_name= default task-19276 | EVENT=SQL*Net message to client | MACHINE=localhost
2026-01-29 11:23:51 | USER=SANKHYA | SID=473 | SERIAL=8733 | HORAS=0 | MINUTOS=0 | CLIENT=None | EVENT=TCP Socket (KGAS) | MACHINE=WORKGROUP\M262
2026-01-29 11:23:51 | USER=SYSTEM | SID=1380 | SERIAL=37121 | HORAS=0 | MINUTOS=0 | CLIENT=None | EVENT=SQL*Net message to client | MACHINE=M264
2026-01-29 11:23:54 | USER=SANKHYA | SID=2284 | SERIAL=8912 | HORAS=0 | MINUTOS=4 | CLIENT=u= 0, t_name= sw.default.scheduler_Worker-2 | EVENT=db file sequential read | MACHINE=localhost
2026-01-29 11:23:54 | USER=SANKHYA | SID=1268 | SERIAL=53679 | HORAS=0 | MINUTOS=0 | CLIENT=u= 617, t_name= default task-19276 | EVENT=SQL*Net message from client | MACHINE=localhost
2026-01-29 11:23:54 | USER=SANKHYA | SID=473 | SERIAL=8733 | HORAS=0 | MINUTOS=0 | CLIENT=None | EVENT=TCP Socket (KGAS) | MACHINE=WORKGROUP\M262
2026-01-29 11:23:54 | USER=SYSTEM | SID=1380 | SERIAL=32751 | HORAS=0 | MINUTOS=0 | CLIENT=None | EVENT=SQL*Net message to client | MACHINE=M264
2026-01-29 11:23:57 | USER=SANKHYA | SID=2518 | SERIAL=54533 | HORAS=0 | MINUTOS=0 | CLIENT=u= 270, t_name= default task-19306 | EVENT=db file sequential read | MACHINE=localhost
2026-01-29 11:23:57 | USER=SANKHYA | SID=2284 | SERIAL=8912 | HORAS=0 | MINUTOS=4 | CLIENT=u= 0, t_name= sw.default.scheduler_Worker-2 | EVENT=db file sequential read | MACHINE=localhost
2026-01-29 11:23:57 | USER=SANKHYA | SID=1268 | SERIAL=53679 | HORAS=0 | MINUTOS=0 | CLIENT=u= 617, t_name= default task-19276 | EVENT=SQL*Net message to client | MACHINE=localhost
2026-01-29 11:23:57 | USER=SANKHYA | SID=1953 | SERIAL=16131 | HORAS=0 | MINUTOS=0 | CLIENT=u= 10, t_name= default task-19295 | EVENT=SQL*Net message to client | MACHINE=localhost
2026-01-29 11:23:57 | USER=SANKHYA | SID=2065 | SERIAL=23336 | HORAS=0 | MINUTOS=0 | CLIENT=u= 124, t_name= default task-19309 | EVENT=SQL*Net more data from client | MACHINE=localhost
2026-01-29 11:23:57 | USER=SANKHYA | SID=473 | SERIAL=8733 | HORAS=0 | MINUTOS=1 | CLIENT=None | EVENT=TCP Socket (KGAS) | MACHINE=WORKGROUP\M262
2026-01-29 11:23:57 | USER=SYSTEM | SID=1380 | SERIAL=46659 | HORAS=0 | MINUTOS=0 | CLIENT=None | EVENT=SQL*Net message to client | MACHINE=M264
2026-01-29 11:24:00 | USER=SANKHYA | SID=2284 | SERIAL=8912 | HORAS=0 | MINUTOS=4 | CLIENT=u= 0, t_name= sw.default.scheduler_Worker-2 | EVENT=db file sequential read | MACHINE=localhost
2026-01-29 11:24:00 | USER=SANKHYA | SID=1268 | SERIAL=53679 | HORAS=0 | MINUTOS=0 | CLIENT=u= 617, t_name= default task-19276 | EVENT=SQL*Net message to client | MACHINE=localhost
2026-01-29 11:24:00 | USER=SANKHYA | SID=2406 | SERIAL=34254 | HORAS=0 | MINUTOS=0 | CLIENT=u= 124, t_name= default task-19311 | EVENT=SQL*Net more data from client | MACHINE=localhost
2026-01-29 11:24:00 | USER=SANKHYA | SID=473 | SERIAL=8733 | HORAS=0 | MINUTOS=1 | CLIENT=None | EVENT=TCP Socket (KGAS) | MACHINE=WORKGROUP\M262
2026-01-29 11:24:00 | USER=SYSTEM | SID=1380 | SERIAL=39118 | HORAS=0 | MINUTOS=0 | CLIENT=None | EVENT=SQL*Net message to client | MACHINE=M264
2026-01-29 11:24:03 | USER=SANKHYA | SID=2284 | SERIAL=8912 | HORAS=0 | MINUTOS=4 | CLIENT=u= 0, t_name= sw.default.scheduler_Worker-2 | EVENT=db file sequential read | MACHINE=localhost
2026-01-29 11:24:03 | USER=SANKHYA | SID=1268 | SERIAL=53679 | HORAS=0 | MINUTOS=0 | CLIENT=u= 573, t_name= Separacao:DataPager_79FDB755C8163FCED8579A19A005 | EVENT=SQL*Net message to client | MACHINE=localhost
2026-01-29 11:24:03 | USER=SANKHYA | SID=473 | SERIAL=8733 | HORAS=0 | MINUTOS=1 | CLIENT=None | EVENT=db file sequential read | MACHINE=WORKGROUP\M262
2026-01-29 11:24:03 | USER=SYSTEM | SID=1380 | SERIAL=44673 | HORAS=0 | MINUTOS=0 | CLIENT=None | EVENT=SQL*Net message to client | MACHINE=M264
2026-01-29 11:24:06 | USER=SANKHYA | SID=2518 | SERIAL=54533 | HORAS=0 | MINUTOS=0 | CLIENT=u= 648, t_name= default task-19290 | EVENT=db file sequential read | MACHINE=localhost
2026-01-29 11:24:06 | USER=SANKHYA | SID=2284 | SERIAL=8912 | HORAS=0 | MINUTOS=4 | CLIENT=u= 0, t_name= sw.default.scheduler_Worker-2 | EVENT=db file sequential read | MACHINE=localhost
2026-01-29 11:24:06 | USER=SANKHYA | SID=2406 | SERIAL=34254 | HORAS=0 | MINUTOS=0 | CLIENT=u= 124, t_name= default task-19305 | EVENT=SQL*Net more data from client | MACHINE=localhost
2026-01-29 11:24:06 | USER=SANKHYA | SID=473 | SERIAL=8733 | HORAS=0 | MINUTOS=1 | CLIENT=None | EVENT=TCP Socket (KGAS) | MACHINE=WORKGROUP\M262
2026-01-29 11:24:06 | USER=SYSTEM | SID=1380 | SERIAL=29222 | HORAS=0 | MINUTOS=0 | CLIENT=None | EVENT=SQL*Net message to client | MACHINE=M264
2026-01-29 11:24:09 | USER=SANKHYA | SID=2284 | SERIAL=8912 | HORAS=0 | MINUTOS=4 | CLIENT=u= 0, t_name= sw.default.scheduler_Worker-2 | EVENT=db file sequential read | MACHINE=localhost
2026-01-29 11:24:09 | USER=SANKHYA | SID=1721 | SERIAL=17227 | HORAS=0 | MINUTOS=0 | CLIENT=u= 614, t_name= default task-19309 | EVENT=SQL*Net message from client | MACHINE=localhost
2026-01-29 11:24:09 | USER=SANKHYA | SID=1268 | SERIAL=53679 | HORAS=0 | MINUTOS=0 | CLIENT=u= 564, t_name= Separacao:DataPager_EEB0D2B6759CD4B9276E7A92D679 | EVENT=SQL*Net message to client | MACHINE=localhost
2026-01-29 11:24:09 | USER=SANKHYA | SID=239 | SERIAL=24277 | HORAS=0 | MINUTOS=0 | CLIENT=u= 124, t_name= default task-19300 | EVENT=SQL*Net message to client | MACHINE=localhost
2026-01-29 11:24:09 | USER=SANKHYA | SID=473 | SERIAL=8733 | HORAS=0 | MINUTOS=1 | CLIENT=None | EVENT=TCP Socket (KGAS) | MACHINE=WORKGROUP\M262
2026-01-29 11:24:09 | USER=SYSTEM | SID=1380 | SERIAL=54631 | HORAS=0 | MINUTOS=0 | CLIENT=None | EVENT=SQL*Net message to client | MACHINE=M264
2026-01-29 11:24:12 | USER=SANKHYA | SID=2284 | SERIAL=8912 | HORAS=0 | MINUTOS=4 | CLIENT=u= 0, t_name= sw.default.scheduler_Worker-2 | EVENT=db file parallel read | MACHINE=localhost
2026-01-29 11:24:12 | USER=SANKHYA | SID=239 | SERIAL=24277 | HORAS=0 | MINUTOS=0 | CLIENT=u= 124, t_name= default task-19297 | EVENT=SQL*Net more data from client | MACHINE=localhost
2026-01-29 11:24:12 | USER=SANKHYA | SID=2406 | SERIAL=34254 | HORAS=0 | MINUTOS=0 | CLIENT=u= 139, t_name= CabecalhoNota:DataPager_E44898B5555D6204F9539C53 | EVENT=db file sequential read | MACHINE=localhost
2026-01-29 11:24:12 | USER=SANKHYA | SID=473 | SERIAL=8733 | HORAS=0 | MINUTOS=1 | CLIENT=None | EVENT=TCP Socket (KGAS) | MACHINE=WORKGROUP\M262
2026-01-29 11:24:12 | USER=SYSTEM | SID=1380 | SERIAL=11219 | HORAS=0 | MINUTOS=0 | CLIENT=None | EVENT=SQL*Net message to client | MACHINE=M264
2026-01-29 11:24:15 | USER=SANKHYA | SID=2284 | SERIAL=8912 | HORAS=0 | MINUTOS=4 | CLIENT=u= 0, t_name= sw.default.scheduler_Worker-2 | EVENT=db file parallel read | MACHINE=localhost
2026-01-29 11:24:15 | USER=SANKHYA | SID=473 | SERIAL=8733 | HORAS=0 | MINUTOS=1 | CLIENT=None | EVENT=TCP Socket (KGAS) | MACHINE=WORKGROUP\M262
2026-01-29 11:24:15 | USER=SYSTEM | SID=1380 | SERIAL=35775 | HORAS=0 | MINUTOS=0 | CLIENT=None | EVENT=SQL*Net message to client | MACHINE=M264
2026-01-29 11:24:18 | USER=SANKHYA | SID=2284 | SERIAL=8912 | HORAS=0 | MINUTOS=4 | CLIENT=u= 0, t_name= sw.default.scheduler_Worker-2 | EVENT=db file parallel read | MACHINE=localhost
2026-01-29 11:24:18 | USER=SANKHYA | SID=1721 | SERIAL=17227 | HORAS=0 | MINUTOS=0 | CLIENT=u= 124, t_name= default task-19276 | EVENT=SQL*Net message from client | MACHINE=localhost
2026-01-29 11:24:18 | USER=SANKHYA | SID=473 | SERIAL=8733 | HORAS=0 | MINUTOS=1 | CLIENT=None | EVENT=TCP Socket (KGAS) | MACHINE=WORKGROUP\M262
2026-01-29 11:24:18 | USER=SYSTEM | SID=1602 | SERIAL=12379 | HORAS=0 | MINUTOS=0 | CLIENT=None | EVENT=SQL*Net message to client | MACHINE=M264
2026-01-29 11:24:21 | USER=SANKHYA | SID=2284 | SERIAL=8912 | HORAS=0 | MINUTOS=4 | CLIENT=u= 0, t_name= sw.default.scheduler_Worker-2 | EVENT=db file sequential read | MACHINE=localhost
2026-01-29 11:24:21 | USER=SANKHYA | SID=1721 | SERIAL=17227 | HORAS=0 | MINUTOS=0 | CLIENT=u= 124, t_name= default task-19276 | EVENT=SQL*Net more data from client | MACHINE=localhost
2026-01-29 11:24:21 | USER=SANKHYA | SID=1610 | SERIAL=21810 | HORAS=0 | MINUTOS=0 | CLIENT=u= 105, t_name= default task-19306 | EVENT=row cache mutex | MACHINE=localhost
2026-01-29 11:24:21 | USER=SANKHYA | SID=473 | SERIAL=8733 | HORAS=0 | MINUTOS=1 | CLIENT=None | EVENT=TCP Socket (KGAS) | MACHINE=WORKGROUP\M262
